Title,Price,CurrencyIso,Url,Refurbished,Model,MPN,Brand,UpdateTime,Category,Source,Grade
"Dell Latitude 5400 | i7-8665U | 14""",372.99,EUR,https://www.refurbed.de/p/dell-latitude-5400-8665u/,True,16 GB | 256 GB SSD | FHD | Webcam | Tastaturbeleuchtung | Win 11 Pro | DE | Grade C (215821),"Dell Latitude 5400 | i7-8665U | 14"" (16 GB | 256 GB SSD | FHD | Webcam | Backlit keyboard | Win 11 Pro | DE) / C",Dell,2025-04-08T16:00:21.492001,Laptops,50,C
"HP EliteBook 840 G7 | i5-10210U | 14""",368.5,EUR,https://www.refurbed.de/p/hp-elitebook-g7-i5-10210u/,True,8 GB | 256 GB SSD | Webcam | FP | Tastaturbeleuchtung | Win 10 Pro | DE | Grade C (116136),"HP EliteBook 840 G7 | i5-10210U | 14"" (8 GB | 256 GB SSD | Webcam | FP | Backlit keyboard | Win 10 Pro | DE) C",HP,2025-04-08T16:00:21.492287,Laptops,50,C
"HP EliteBook 840 G2 | i5-5300U | 14""",219.5,EUR,https://www.refurbed.de/p/hp-elitebook-840-g2-i5-14/,True,4 GB | 120 GB SSD | HD+ | Webcam | Tastaturbeleuchtung | Win 10 Pro | DE | Grade B (1515),"HP EliteBook 840 G2 | i5-5300U | 14"" (4 GB | 120 GB SSD | HD+ | Webcam | Backlit keyboard | Win 10 Pro | DE) B",HP,2025-04-08T16:00:21.493244,Laptops,50,B
"HP EliteBook 840 G6 | i5-8350U | 14""",310.5,EUR,https://www.refurbed.de/p/hp-elitebook-840-g6-i5-8350u/,True,8 GB | 256 GB SSD | Tastaturbeleuchtung | BT | FP | 4G | Win 10 Pro | DE | Grade C (120355),"HP EliteBook 840 G6 | i5-8350U | 14"" (8 GB | 256 GB SSD | Backlit keyboard | BT | FP | 4G | Win 10 Pro | DE) C",HP,2025-04-08T16:00:21.493920,Laptops,50,C
"Dell Precision 7550 | i7-10750H | 15.6""",850.5,EUR,https://www.refurbed.de/p/dell-precision-7550-10750h/,True,32 GB | 512 GB SSD | FHD | Quadro T2000 | Win 11 Pro | DE | Grade C (253274),"Dell Precision 7550 | i7-10750H | 15.6"" (32 GB | 512 GB SSD | FHD | Quadro T2000 | Win 11 Pro | DE) C",Dell,2025-04-08T16:00:21.494865,Laptops,50,C
ASUS ZenBook 14 (UX434FAC-A5164T),775.5,EUR,https://www.refurbed.de/p/asus-zenbook-14-i5/,True,8 GB | 512 GB SSD | 32 GB Optane | Win 10 Home | DE | Grade B (6702),,ASUS,2025-04-08T16:00:21.495482,Laptops,50,B
"Lenovo ThinkPad L490 | i7-8565U | 14""",347.99,EUR,https://www.refurbed.de/p/lenovo-thinkpad-l490-8565u-14/,True,16 GB | 512 GB SSD | FHD | FP | Tastaturbeleuchtung | 4G | Win 11 Pro | DE | Grade C (228094),"Lenovo ThinkPad L490 | i7-8565U | 14"" (16 GB | 512 GB SSD | FHD | FP | Backlit keyboard | 4G | Win 11 Pro | DE) / C",Lenovo,2025-04-08T16:00:21.496118,Laptops,50,C
"Dell Latitude E5570 | i5-6300U | 15.6""",284.99,EUR,https://www.refurbed.de/p/dell-latitude-e5570-i5-6300u-15-/,True,8 GB | 256 GB SSD | FHD | 4G | Tastaturbeleuchtung | Win 10 Pro | DE | Grade C (6007),"Dell Latitude E5570 | i5-6300U | 15.6"" (8 GB | 256 GB SSD | FHD | 4G | Backlit keyboard | Win 10 Pro | DE) / C",Dell,2025-04-08T16:00:21.496646,Laptops,50,C
"Dell Latitude 7480 | i5-6300U | 14""",232.5,EUR,https://www.refurbed.de/p/dell-latitude-7480-i5-6300u-14/,True,8 GB | 256 GB SSD | FHD | 4G | Tastaturbeleuchtung | Webcam | Win 10 Pro | DE | Grade C (14541),"Dell Latitude 7480 | i5-6300U | 14"" (8 GB | 256 GB SSD | FHD | 4G | Backlit keyboard | Win 10 Pro | DE) C",Dell,2025-04-08T16:00:21.498214,Laptops,50,C
"HP EliteBook 840 G5 | i5-7300U | 14""",290.5,EUR,https://www.refurbed.de/p/hp-elitebook-840-g5-i5-7300u-14/,True,8 GB | 256 GB SSD | Tastaturbeleuchtung | Webcam | Win 10 Pro | DE | Grade C (18961),"HP EliteBook 840 G5 | i5-7300U | 14"" (8 GB | 256 GB SSD | Backlit keyboard | Webcam | Win 10 Pro | DE) C",HP,2025-04-08T16:00:21.498559,Laptops,50,C
"Lenovo ThinkPad L580 | i7-8550U | 15.6""",496.99,EUR,https://www.refurbed.de/p/lenovo-thinkpad-l580-i7-8550u/,True,16 GB | 512 GB SSD | FHD | FP | Tastaturbeleuchtung | Win 10 Pro | DE | Grade A (67772),"Lenovo ThinkPad L580 | i7-8550U | 15.6"" | 16 GB | 512 GB SSD | FHD | FP | Backlit keyboard | Win 10 Pro | DE",Lenovo,2025-04-08T16:00:21.498566,Laptops,50,A
"HP Elite x2 G4 | i7-8665U | 13""",749.0,EUR,https://www.refurbed.de/p/hp-elite-x2-g4-8665u-13/,True,16 GB | 1 TB SSD | 1920 x 1280 | Tastaturbeleuchtung | Win 11 Pro | DE | Grade A (290311),"HP Elite x2 G4 | i7-8665U | 13"" (16 GB | 1 TB SSD | 1920 x 1280 | Backlit keyboard | Win 11 Pro | DE)",HP,2025-04-08T16:00:21.498836,Tablets,50,A
"Dell Precision 5520 | i7-7820HQ | 15.6""",551.5,EUR,https://www.refurbed.de/p/dell-precision-5520-7820hq/,True,16 GB | 512 GB SSD | FHD | Webcam | Tastaturbeleuchtung | Win 10 Pro | DE | Grade C (13764),"Dell Precision 5520 | i7-7820HQ | 15.6"" (16 GB | 512 GB SSD | FHD | Webcam | Backlit keyboard | Win 10 Pro | DE) C",Dell,2025-04-08T16:00:21.498867,Laptops,50,C
"Dell Precision 7520 | i7-7820HQ | 15.6""",410.0,EUR,https://www.refurbed.de/p/dell-precision-7520-i7-7820hq-15/,True,16 GB | 500 GB HDD | FHD | M1200 | Webcam | Win 10 Pro | DE | Grade C (26484),"Dell Precision 7520 | i7-7820HQ | 15.6"" (16 GB | 500 GB HDD | FHD | M1200 | Webcam | Win 10 Pro | DE) C",Dell,2025-04-08T16:00:21.499484,Laptops,50,C
"Lenovo ThinkPad X1 Tablet G3 | i7-8650U | 13""",529.0,EUR,https://www.refurbed.de/p/lenovo-tp-x1-tablet-g3-i7-8650u/,True,16 GB | 256 GB | Tastaturbeleuchtung | Win 11 Pro | DE | Grade C (113020),"Lenovo ThinkPad X1 Tablet G3 | i7-8650U | 13"" (16 GB | 256 GB | Backlit keyboard | Win 11 Pro | DE) / C",Lenovo,2025-04-08T16:00:21.500365,Tablets,50,C
"Dell Precision 5530 2-in-1 | i5-8305G | 15.6""",781.5,EUR,https://www.refurbed.de/p/dell-precision-5530-2in1-8305g/,True,16 GB | 512 GB SSD | Radeon Pro WX Vega M GL | Tastaturbeleuchtung | Win 10 Pro | DE | Grade C (142442),"Dell Precision 5530 2-in-1 | i5-8305G | 15.6"" (16 GB | 512 GB SSD | Radeon Pro WX Vega M GL | Backlit keyboard | Win 10 Pro | DE) C",Dell,2025-04-08T16:00:21.500381,Laptops,50,C
"HP EliteBook 850 G6 | i7-8650U | 15.6""",455.5,EUR,https://www.refurbed.de/p/hp-elitebook-850-g6-i7-8650u/,True,8 GB | 256 GB SSD | FHD | FP | Webcam | Tastaturbeleuchtung | Win 10 Pro | DE | Grade C (89769),"HP EliteBook 850 G6 | i7-8650U | 15.6"" (8 GB | 256 GB SSD | FHD | FP | Webcam | Backlit keyboard | Win 10 Pro | DE) C",HP,2025-04-08T16:00:21.500444,Laptops,50,C
"HP ProBook 645 G2 | PRO A6-8500 | 14""",318.5,EUR,https://www.refurbed.de/p/hp-probook-645-g2-pro-a6-8500/,True,8 GB | 256 GB SSD | FHD | Webcam | DVD-RW | Win 10 Pro | DE | Grade B (41811),"HP ProBook 645 G2 | PRO A6-8500 | 14"" | 8 GB | 256 GB SSD | FHD | Webcam | DVD-RW | Win 10 Pro | DE B",HP,2025-04-08T16:00:21.504000,Laptops,50,B
"Lenovo ThinkPad Yoga X390 | i5-8365U | 13.3""",376.99,EUR,https://www.refurbed.de/p/lenovo-tp-yoga-x390-8365u/,True,16 GB | 512 GB SSD | Tastaturbeleuchtung | Touch | Win 11 Pro | DE | Grade C (253873),"Lenovo ThinkPad Yoga X390 | i5-8365U | 13.3"" (16 GB | 512 GB SSD | Backlit keyboard | Touch | Win 11 Pro | DE) / C",Lenovo,2025-04-08T16:00:21.504365,Laptops,50,C
"Dell Latitude E7440 | i5-4300U | 14""",310.5,EUR,https://www.refurbed.de/p/dell-latitude-i5-4300u-14/,True,16 GB | 500 GB HDD | HD+ | Webcam | Tastaturbeleuchtung | Win 10 Pro | DE | Grade C (16366),"Dell Latitude E7440 | i5-4300U | 14"" (16 GB | 500 GB HDD | HD+ | Webcam | Backlit keyboard | Win 10 Pro | DE) C",Dell,2025-04-08T16:00:21.504385,Laptops,50,C
"Laptop Charger (65W) & Cable (USB-C, 2m)",49.99,EUR,https://www.refurbed.de/p/bundle-laptop-ch-65w-ca-100w/,True,weiß | Grade A (256788),FD-BNDL-USBC-65W-100W,,2025-04-08T16:00:21.505889,Accessories,50,A
"Dell Precision 5520 | E3-1505M v5 | 15.6""",556.5,EUR,https://www.refurbed.de/p/dell-precision-5520-e3-1505m/,True,16 GB | 512 GB SSD | FHD | M1200 | Webcam | schwarz/silber | Win 10 Pro | DE | Grade C (50278),"Dell Precision 5520 | E3-1505M v5 | 15.6"" (16 GB | 512 GB SSD | FHD | M1200 | Webcam | Win 10 Pro | DE) C",Dell,2025-04-08T16:00:21.506304,Laptops,50,C
