product_id,name,category,url
-4685076938858626231,,unknown,https://www.backmarket.de/de-de/p/acer-a515-52-15-i3-8145u-21-ghz-hdd-128-gb-4gb/03b6897c-d545-4495-a809-f66e76df5697
-4685076938858626231,,unknown,https://www.backmarket.de/de-de/p/acer-a515-52-15-i3-8145u-21-ghz-hdd-128-gb-4gb/03b6897c-d545-4495-a809-f66e76df5697
-4685076938858626231,,unknown,https://www.backmarket.de/de-de/p/acer-a515-52-15-i3-8145u-21-ghz-hdd-128-gb-4gb/03b6897c-d545-4495-a809-f66e76df5697
-4685076938858626231,,unknown,https://www.backmarket.de/de-de/p/acer-a515-52-15-i3-8145u-21-ghz-hdd-128-gb-4gb/03b6897c-d545-4495-a809-f66e76df5697
-4685076938858626231,,unknown,https://www.backmarket.de/de-de/p/acer-a515-52-15-i3-8145u-21-ghz-hdd-128-gb-4gb/03b6897c-d545-4495-a809-f66e76df5697
-4685076938858626231,,unknown,https://www.backmarket.de/de-de/p/acer-a515-52-15-i3-8145u-21-ghz-hdd-128-gb-4gb/03b6897c-d545-4495-a809-f66e76df5697
-4685076938858626231,,unknown,https://www.backmarket.de/de-de/p/acer-a515-52-15-i3-8145u-21-ghz-hdd-128-gb-4gb/03b6897c-d545-4495-a809-f66e76df5697
-4685076938858626231,,unknown,https://www.backmarket.de/de-de/p/acer-a515-52-15-i3-8145u-21-ghz-hdd-128-gb-4gb/03b6897c-d545-4495-a809-f66e76df5697
-4569112432291414759,,unknown,https://www.backmarket.de/de-de/p/acer-aspire-3-a314-23p-r1ch-14-ryzen-5-28-ghz-ssd-512-gb-16gb-azerty-franzosisch/fe948403-5269-4435-ac47-db9b3ca31708
-4569112432291414759,,unknown,https://www.backmarket.de/de-de/p/acer-aspire-3-a314-23p-r1ch-14-ryzen-5-28-ghz-ssd-512-gb-16gb-azerty-franzosisch/fe948403-5269-4435-ac47-db9b3ca31708
-4569112432291414759,,unknown,https://www.backmarket.de/de-de/p/acer-aspire-3-a314-23p-r1ch-14-ryzen-5-28-ghz-ssd-512-gb-16gb-azerty-franzosisch/fe948403-5269-4435-ac47-db9b3ca31708
-4569112432291414759,,unknown,https://www.backmarket.de/de-de/p/acer-aspire-3-a314-23p-r1ch-14-ryzen-5-28-ghz-ssd-512-gb-16gb-azerty-franzosisch/fe948403-5269-4435-ac47-db9b3ca31708
-4569112432291414759,,unknown,https://www.backmarket.de/de-de/p/acer-aspire-3-a314-23p-r1ch-14-ryzen-5-28-ghz-ssd-512-gb-16gb-azerty-franzosisch/fe948403-5269-4435-ac47-db9b3ca31708
-4569112432291414759,,unknown,https://www.backmarket.de/de-de/p/acer-aspire-3-a314-23p-r1ch-14-ryzen-5-28-ghz-ssd-512-gb-16gb-azerty-franzosisch/fe948403-5269-4435-ac47-db9b3ca31708
-4569112432291414759,,unknown,https://www.backmarket.de/de-de/p/acer-aspire-3-a314-23p-r1ch-14-ryzen-5-28-ghz-ssd-512-gb-16gb-azerty-franzosisch/fe948403-5269-4435-ac47-db9b3ca31708
-4569112432291414759,,unknown,https://www.backmarket.de/de-de/p/acer-aspire-3-a314-23p-r1ch-14-ryzen-5-28-ghz-ssd-512-gb-16gb-azerty-franzosisch/fe948403-5269-4435-ac47-db9b3ca31708
7062625047394537943,,unknown,https://www.backmarket.de/de-de/p/acer-aspire-3-a315-21-418f-15-a4-22-ghz-hdd-1-tb-8gb-azerty-franzosisch/49cf72f2-84d7-4204-b272-f0c9b06dae2c
7062625047394537943,,unknown,https://www.backmarket.de/de-de/p/acer-aspire-3-a315-21-418f-15-a4-22-ghz-hdd-1-tb-8gb-azerty-franzosisch/49cf72f2-84d7-4204-b272-f0c9b06dae2c
7062625047394537943,,unknown,https://www.backmarket.de/de-de/p/acer-aspire-3-a315-21-418f-15-a4-22-ghz-hdd-1-tb-8gb-azerty-franzosisch/49cf72f2-84d7-4204-b272-f0c9b06dae2c
7062625047394537943,,unknown,https://www.backmarket.de/de-de/p/acer-aspire-3-a315-21-418f-15-a4-22-ghz-hdd-1-tb-8gb-azerty-franzosisch/49cf72f2-84d7-4204-b272-f0c9b06dae2c
7062625047394537943,,unknown,https://www.backmarket.de/de-de/p/acer-aspire-3-a315-21-418f-15-a4-22-ghz-hdd-1-tb-8gb-azerty-franzosisch/49cf72f2-84d7-4204-b272-f0c9b06dae2c
7062625047394537943,,unknown,https://www.backmarket.de/de-de/p/acer-aspire-3-a315-21-418f-15-a4-22-ghz-hdd-1-tb-8gb-azerty-franzosisch/49cf72f2-84d7-4204-b272-f0c9b06dae2c
7062625047394537943,,unknown,https://www.backmarket.de/de-de/p/acer-aspire-3-a315-21-418f-15-a4-22-ghz-hdd-1-tb-8gb-azerty-franzosisch/49cf72f2-84d7-4204-b272-f0c9b06dae2c
