product_id,price,timestamp
6389541491846496819,,2025-04-10 14:05:08
6389541491846496819,,2025-04-10 14:05:08
6389541491846496819,,2025-04-10 14:05:08
6389541491846496819,,2025-04-10 14:05:08
6389541491846496819,,2025-04-10 14:05:08
6389541491846496819,,2025-04-10 14:05:08
6389541491846496819,,2025-04-10 14:05:08
6389541491846496819,,2025-04-10 14:05:08
9174680218069723140,,2025-04-10 18:11:17
9174680218069723140,,2025-04-10 18:11:17
-5654480325307813537,,2025-04-10 18:11:17
-2461644857049292344,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
6083741944457941691,,2025-04-10 18:11:17
