product_id,price,timestamp
-4685076938858626231,,2025-04-17 15:11:41
-4685076938858626231,,2025-04-17 15:11:41
-4685076938858626231,,2025-04-17 15:11:41
-4685076938858626231,,2025-04-17 15:11:41
-4685076938858626231,,2025-04-17 15:11:41
-4685076938858626231,,2025-04-17 15:11:41
-4685076938858626231,,2025-04-17 15:11:41
-4685076938858626231,,2025-04-17 15:11:41
-4569112432291414759,,2025-04-17 15:11:56
-4569112432291414759,,2025-04-17 15:11:56
-4569112432291414759,,2025-04-17 15:11:56
-4569112432291414759,,2025-04-17 15:11:56
-4569112432291414759,,2025-04-17 15:11:56
-4569112432291414759,,2025-04-17 15:11:56
-4569112432291414759,,2025-04-17 15:11:56
-4569112432291414759,,2025-04-17 15:11:56
7062625047394537943,,2025-04-17 15:12:12
7062625047394537943,,2025-04-17 15:12:12
7062625047394537943,,2025-04-17 15:12:12
7062625047394537943,,2025-04-17 15:12:12
7062625047394537943,,2025-04-17 15:12:12
7062625047394537943,,2025-04-17 15:12:12
7062625047394537943,,2025-04-17 15:12:12
7062625047394537943,,2025-04-17 15:12:12
6023588088277791333,,2025-04-17 15:12:24
6023588088277791333,,2025-04-17 15:12:24
6023588088277791333,,2025-04-17 15:12:24
6023588088277791333,,2025-04-17 15:12:24
6023588088277791333,,2025-04-17 15:12:24
6023588088277791333,,2025-04-17 15:12:24
6023588088277791333,,2025-04-17 15:12:24
6023588088277791333,,2025-04-17 15:12:24
